1	149.0396737392
2	149.0032882339
3	149.1335741220
4	149.0971886167
5	149.0608031114
6	149.0244176061
7	148.9880321008
8	149.0819324836
9	149.0455469783
10	149.0091614730
11	151.0553238030
12	151.0189382977
13	151.1492241858
14	151.1128386805
15	151.0764531752
16	151.0400676699
17	151.0036821646
18	151.0611970421
19	151.0248115368
20	153.0709738668
21	153.0345883615
22	152.9982028562
23	153.1648742496
24	153.1284887443
25	153.0921032390
26	153.0557177337
27	153.0193322284
28	152.9829467231
29	153.0404616006
30	155.0866239306
31	155.0502384253
32	155.0138529200
33	155.1805243134
34	155.1441388081
35	155.1077533028
36	155.0713677975
37	155.0349822922
38	154.9985967869
39	157.0083736116
40	157.1022739944
41	157.0658884891
42	157.0295029838
43	156.9931174785
44	157.1597888719
45	157.1234033666
46	157.0870178613
47	157.0506323560
48	157.0142468507
49	156.9778613454
50	159.0240236754
51	159.1179240582
52	159.0815385529
53	159.0451530476
54	159.0087675423
55	159.1390534304
56	159.1026679251
57	159.0662824198
58	159.0298969145
59	158.9935114092
60	161.0396737392
61	161.0032882339
62	161.1335741220
63	161.0971886167
64	161.0608031114
65	161.0244176061
66	160.9880321008
67	161.1183179889
68	161.0819324836
69	161.0455469783
70	161.0091614730
71	163.0553238030
72	163.0189382977
73	163.1492241858
74	163.1128386805
75	163.0764531752
76	163.0400676699
77	163.0036821646
78	163.0975825474
79	163.0611970421
80	163.0248115368
81	165.0709738668
82	165.0345883615
83	164.9982028562
84	165.1648742496
85	165.1284887443
86	165.0921032390
87	165.0557177337
88	165.0193322284
89	164.9829467231
90	165.0768471059
91	165.0404616006
92	167.0866239306
93	167.0502384253
94	167.0138529200
95	167.1805243134
96	167.1441388081
97	167.1077533028
98	167.0713677975
99	167.0349822922
100	166.9985967869
101	167.0561116644
102	169.0083736116
103	169.1022739944
104	169.0658884891
105	169.0295029838
106	168.9931174785
107	169.1961743772
108	169.1597888719
109	169.1234033666
110	169.0870178613
111	169.0506323560
112	169.0142468507
113	168.9778613454
114	171.0240236754
115	171.1179240582
116	171.0815385529
117	171.0451530476
118	171.0087675423
119	171.1754389357
120	171.1390534304
121	171.1026679251
