5000	447.0815385529
5001	447.0451530476
5002	447.0087675423
5003	447.2118244410
5004	447.1754389357
5005	447.1390534304
5006	447.1026679251
5007	447.0662824198
5008	447.0298969145
5009	446.9935114092
5010	447.3057248238
5011	447.2693393185
5012	447.2329538132
5013	447.1965683079
5014	447.1601828026
5015	447.1237972973
5016	447.0874117920
5017	447.0510262867
5018	447.0146407814
5019	446.9782552761
5020	447.3996252066
5021	447.3632397013
5022	447.3268541960
5023	447.2904686907
5024	447.2540831854
5025	447.2176976801
5026	447.1813121748
5027	447.1449266695
5028	447.1085411642
5029	447.0721556589
5030	447.0357701536
5031	446.9993846483
5032	446.9629991430
5033	447.4935255894
5034	447.4571400841
5035	447.4207545788
5036	447.3843690735
5037	447.3479835682
5038	447.3115980629
5039	447.2752125576
5040	447.2388270523
5041	447.2024415470
5042	447.1660560417
5043	447.1296705364
5044	447.0932850311
5045	447.0568995258
5046	447.0205140205
5047	446.9841285152
5048	446.9477430099
5049	447.3691129404
5050	447.3327274351
5051	447.2963419298
5052	447.2599564245
5053	447.2235709192
5054	447.1871854139
5055	447.1507999086
5056	447.1144144033
5057	447.0780288980
5058	447.0416433927
5059	447.0052578874
5060	447.2083147861
5061	447.1719292808
5062	447.1355437755
5063	447.0991582702
5064	449.0396737392
5065	449.0032882339
5066	449.1335741220
5067	449.0971886167
5068	449.0608031114
5069	449.0244176061
5070	448.9880321008
5071	449.2274745048
5072	449.1910889995
5073	449.1547034942
5074	449.1183179889
5075	449.0819324836
5076	449.0455469783
5077	449.0091614730
5078	448.9727759677
5079	449.3213748876
5080	449.2849893823
5081	449.2486038770
5082	449.2122183717
5083	449.1758328664
5084	449.1394473611
5085	449.1030618558
5086	449.0666763505
5087	449.0302908452
5088	448.9939053399
5089	448.9575198346
5090	449.4152752704
5091	449.3788897651
5092	449.3425042598
5093	449.3061187545
5094	449.2697332492
5095	449.2333477439
5096	449.1969622386
5097	449.1605767333
5098	449.1241912280
5099	449.0878057227
5100	449.0514202174
5101	449.0150347121
5102	448.9786492068
5103	448.9422637015
5104	449.5091756532
5105	449.4727901479
5106	449.4364046426
5107	449.4000191373
5108	449.3636336320
5109	449.3272481267
5110	449.2908626214
5111	449.2544771161
5112	449.2180916108
5113	449.1817061055
5114	449.1453206002
5115	449.1089350949
5116	449.0725495896
5117	449.0361640843
5118	448.9997785790
5119	448.9633930737
5120	448.9270075684
5121	449.3483774989
5122	449.3119919936
5123	449.2756064883
5124	449.2392209830
5125	449.2028354777
5126	449.1664499724
5127	449.1300644671
5128	449.0936789618
5129	449.0572934565
5130	449.0209079512
5131	449.1875793446
5132	449.1511938393
5133	449.1148083340
5134	451.0553238030
5135	451.0189382977
5136	451.1492241858
5137	451.1128386805
5138	451.0764531752
5139	451.0400676699
5140	451.0036821646
5141	451.2431245686
5142	451.2067390633
5143	451.1703535580
5144	451.1339680527
5145	451.0975825474
5146	451.0611970421
5147	451.0248115368
5148	450.9884260315
5149	451.3370249514
5150	451.3006394461
5151	451.2642539408
5152	451.2278684355
5153	451.1914829302
5154	451.1550974249
5155	451.1187119196
5156	451.0823264143
5157	451.0459409090
5158	451.0095554037
5159	450.9731698984
5160	451.4309253342
5161	451.3945398289
5162	451.3581543236
5163	451.3217688183
5164	451.2853833130
5165	451.2489978077
5166	451.2126123024
5167	451.1762267971
5168	451.1398412918
5169	451.1034557865
5170	451.0670702812
5171	451.0306847759
5172	450.9942992706
5173	450.9579137653
5174	451.4884402117
5175	451.4520547064
